#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2017-01-03T19:18:19 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ586bf8d15886	
#INFO	-out.max=unlimited	
#INFO	queryParameters=20	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/MNRAS/432/1203&tab:{J/MNRAS/432/1203/table2}&key:source=J/MNRAS/432/1203/table2&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/MNRAS/432/1203/table2
#-order=I
#-out=KIC
#-out=Teff
#-out=logg
#-out=f_logg
#-out=Mass
#-out=Per
#-out=e_Per
#-out=Amp
#-out=Flag
#-out=_RA
#-out=_DE
#

#RESOURCE=yCat_74321203
#Name: J/MNRAS/432/1203
#Title: Rotation periods of M-dwarf stars (McQuillan+, 2013)
#Table	J_MNRAS_432_1203_table2:
#Name: J/MNRAS/432/1203/table2
#Title: M-dwarfs with detected rotation periods
#Column	KIC	(I8)	KIC identification number (V/133)	[ucd=meta.id]
#Column	Teff	(I4)	Effective temperature	[ucd=phys.temperature.effective]
#Column	logg	(F5.2)	? Surface gravity	[ucd=phys.gravity]
#Column	f_logg	(A1)	[i] i for -{infinity}	[ucd=meta.code]
#Column	Mass	(F7.4)	Star mass	[ucd=phys.mass]
#Column	Per	(F6.3)	Rotation period	[ucd=time.period]
#Column	e_Per	(F6.3)	rms uncertainty on Per	[ucd=stat.error]
#Column	Amp	(F6.2)	[0.7/160] Amplitude of variability	[ucd=src.var]
#Column	Flag	(A2)	Flag on binarity or periodicity (1)	[ucd=meta.code.error]
#Column	_RA	(F10.6)	Positions from KIC (Cat. V/133) catalog (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F10.6)	Positions from KIC (Cat. V/133) catalog (declination part)	[ucd=pos.eq.dec;meta.main]
#KIC	Teff	logg	f_logg	Mass	Per	e_Per	Amp	Flag	_RA	_DE
# 	K	[cm/s2]	 	Msun	d	d	mmag	 	deg	deg
#————	----	-----	-	-------	------	------	------	--	----------	----------
 6671587	3816	 4.56	 	 0.4715	20.005	 0.025	  7.00	  	284.647860	+42.178780
 6674908	3869	 4.53	 	 0.4920	10.033	 0.025	 44.60	  	286.176700	+42.196529
 6678515	3959	 4.49	 	 0.5272	16.633	 0.043	  5.00	  	287.658970	+42.188641
 6690942	3901	 4.54	 	 0.5045	18.166	 0.262	  5.30	  	291.646820	+42.160900
 6696016	3639	 4.66	 	 0.4047	21.128	 0.136	  7.50	  	293.141690	+42.136261
 6700873	3921	 4.48	 	 0.5123	33.246	 0.726	  6.20	  	294.390840	+42.116562
 6704617	3844	 4.59	 	 0.4823	16.653	 0.214	 15.00	  	295.315980	+42.199451
 6705695	3861	 4.50	 	 0.4889	20.454	 0.247	  4.50	  	295.554230	+42.187740
 6715960	3652	 4.32	 	 0.4095	 0.920	 0.000	  1.70	PB	297.826720	+42.179379
 6718482	3977	 4.70	 	 0.5343	 2.922	 0.010	  2.50	PB	298.343480	+42.170021
 6720765	3706	 4.33	 	 0.4297	38.947	19.623	  7.00	  	298.803040	+42.124321
 6758299	3950	 4.54	 	 0.5237	16.163	 0.032	 10.30	  	284.794370	+42.276711
 6763067	3846	 4.62	 	 0.4831	 2.983	 0.000	 26.40	PB	286.926030	+42.237469
 6766663	3903	 4.50	 	 0.5052	10.462	 0.182	 12.50	  	288.332980	+42.294949
 6767424	3747	 4.62	 	 0.4452	31.039	 0.087	  5.50	  	288.613250	+42.210758
 6768036	3673	 4.62	 	 0.4173	44.770	17.130	  5.00	  	288.831790	+42.256161
 6775103	3790	 4.90	 	 0.4615	21.088	 0.062	  8.70	  	291.105770	+42.284401
 6775689	3919	 4.38	 	 0.5115	30.324	 0.184	 11.60	  	291.300080	+42.274281
 6776936	3853	 4.52	 	 0.4858	23.141	 0.285	  5.30	  	291.684600	+42.258121
 6782860	3550	 4.20	 	 0.3722	37.179	 0.455	  6.40	  	293.436000	+42.205540
 6783369	3677	 4.30	 	 0.4188	31.795	 0.665	  7.40	  	293.567630	+42.280392
 6790075	3562	 4.28	 	 0.3766	51.810	16.352	 10.60	  	295.320470	+42.263561
 6792288	3810	 4.48	 	 0.4692	35.616	 0.052	  9.90	  	295.824980	+42.264061
 6803555	3696	 4.60	 	 0.4259	20.842	 0.012	 10.60	  	298.252870	+42.210178
 6838434	3906	 4.45	 	 0.5064	19.065	 0.012	 13.10	  	282.300690	+42.378429
 6843766	3810	 4.48	 	 0.4692	18.298	 0.063	  6.40	  	284.787110	+42.371750
 6846346	3874	 4.49	 	 0.4939	33.215	 0.131	  4.70	  	285.987580	+42.388371
 6846570	3913	 4.46	 	 0.5091	 4.138	 0.005	 46.90	PB	286.093320	+42.336349
 6863158	3927	 4.39	 	 0.5146	34.502	 0.175	  8.70	  	291.852050	+42.343361
 6863726	3671	 4.37	 	 0.4166	21.782	 0.210	  4.20	  	292.021670	+42.315311
 6864891	3900	 4.58	 	 0.5041	28.628	 0.773	 12.80	  	292.360170	+42.381840
 6866518	3950	 4.49	 	 0.5237	31.815	 0.280	  8.40	  	292.826080	+42.335369
 6871390	3920	 4.62	 	 0.5119	 0.654	 0.000	 40.00	PB	294.223480	+42.379971
 6871896	3969	 4.54	 	 0.5311	14.293	 0.101	 25.00	  	294.371550	+42.379120
 6878738	3625	 4.66	 	 0.3995	16.572	 0.429	 10.10	  	296.011720	+42.380390
 6881138	3986	 4.41	 	 0.5378	21.190	 0.099	  3.30	  	296.530980	+42.340462
 6888521	3618	 4.13	 	 0.3970	47.508	18.672	  6.10	  	298.175230	+42.353909
 6921817	3737	 4.66	 	 0.4414	20.250	 0.025	 11.50	  	281.039490	+42.486401
 6921821	3607	 4.23	 	 0.3929	36.699	 0.875	  6.30	  	281.041110	+42.485069
 6922183	3924	 4.42	 	 0.5135	26.278	 0.030	  8.90	  	281.251100	+42.471069
 6923995	3893	 4.47	 	 0.5013	16.429	 0.121	  8.70	  	282.230350	+42.499489
 6927938	3929	 4.51	 	 0.5154	22.242	 0.088	  5.40	  	284.056490	+42.465870
 6937405	3846	 4.63	 	 0.4831	43.217	17.670	  3.80	  	288.117250	+42.454262
 6940654	3637	 4.64	 	 0.4040	42.236	11.918	  7.50	  	289.292880	+42.482121
 6945041	3820	 4.62	 	 0.4731	41.419	16.620	  9.00	  	290.634220	+42.458561
 6949326	3942	 4.37	 	 0.5205	15.039	 0.030	  6.00	  	292.049010	+42.451550
 6949412	3848	 4.44	 	 0.4839	 1.635	 0.000	 24.30	PB	292.072570	+42.443909
 6950440	3674	 4.56	 	 0.4177	20.250	 0.025	  8.10	  	292.396820	+42.484940
 6955274	3863	 4.60	 	 0.4897	29.435	 0.131	  3.80	  	293.840700	+42.406570
 7018323	3830	 4.63	 	 0.4769	 6.314	 0.000	 27.20	  	286.404300	+42.591888
 7020381	3940	 4.52	 	 0.5197	15.427	 0.021	 17.10	  	287.325410	+42.553829
 7022432	3542	 4.17	 	 0.3693	49.398	17.705	 15.70	  	288.156310	+42.501900
 7022598	3823	 4.48	 	 0.4742	19.412	 0.025	  9.70	  	288.221950	+42.578499
 7025006	3535	 4.10	 	 0.3668	55.886	28.755	  9.90	  	289.082790	+42.572021
 7031430	3643	 4.32	 	 0.4062	21.762	 0.122	 12.20	  	291.089290	+42.590969
 7033830	3613	 4.16	 	 0.3951	 4.005	 0.000	116.10	PB	291.872130	+42.558659
 7035373	3911	 4.64	 	 0.5084	40.316	11.864	  7.70	  	292.356720	+42.585979
 7038372	3882	 4.51	 	 0.4971	17.563	 0.017	 13.60	  	293.259060	+42.597809
 7046921	3957	 4.52	 	 0.5264	30.814	 0.149	 18.90	  	295.525020	+42.542679
 7047750	3959	 4.53	 	 0.5272	23.131	 0.095	  3.70	  	295.715300	+42.517910
 7049465	4033	 4.50	 	 0.5565	34.512	 0.210	  3.70	  	296.117830	+42.535770
 7049521	3974	 4.39	 	 0.5331	37.353	18.685	  5.40	  	296.130340	+42.513988
 7091649	3896	 4.42	 	 0.5025	26.502	 0.061	  2.20	  	281.425930	+42.686722
 7091787	3936	 4.56	 	 0.5182	14.150	 0.035	  5.20	  	281.523620	+42.672112
 7093688	3741	 4.46	 	 0.4429	40.888	20.758	 10.90	  	282.490360	+42.658340
 7093721	3830	 4.59	 	 0.4769	18.922	 0.012	 10.40	  	282.502720	+42.611530
 7105834	3503	 4.01	 	 0.3554	60.034	21.775	 16.70	  	287.837280	+42.646519
 7106306	3975	 4.36	 	 0.5335	14.232	 0.010	 11.00	  	288.033970	+42.667309
 7106807	   0	     	i	 0.0000	48.469	16.582	  7.50	  	288.229310	+42.660183
 7108212	3931	 4.53	 	 0.5162	17.144	 0.985	  2.70	  	288.746090	+42.673889
 7110077	3738	 4.40	 	 0.4417	22.150	 0.000	  6.50	  	289.398560	+42.693691
 7117293	3621	 4.19	 	 0.3981	 2.718	 0.000	 43.60	PB	291.640990	+42.659111
 7117506	3902	 4.39	 	 0.5048	22.589	 0.346	  2.92	  	291.713870	+42.670151
 7118061	3909	 4.51	 	 0.5076	39.560	10.866	  2.60	  	291.874360	+42.694302
 7131359	3882	 4.54	 	 0.4971	40.806	20.488	  2.50	  	295.597930	+42.619160
 7137132	3909	 4.74	 	 0.5076	22.446	 0.061	  5.00	  	296.979550	+42.684750
 7174385	3901	 4.57	 	 0.5045	14.487	 0.020	  7.80	  	281.456910	+42.771679
 7177589	3866	 4.38	 	 0.4908	34.226	 0.184	 10.70	  	283.028660	+42.732891
 7184587	3960	 4.30	 	 0.5276	35.432	 0.350	  6.90	  	286.246610	+42.713268
 7184868	3727	 4.59	 	 0.4376	28.832	 0.136	  3.80	  	286.368800	+42.793941
 7190458	3920	 4.53	 	 0.5119	51.278	13.008	  4.40	  	288.654690	+42.785320
 7190459	3808	 4.56	 	 0.4684	 6.815	 0.015	  8.30	  	288.655030	+42.729191
 7191311	3746	 4.63	 	 0.4448	 3.801	 0.000	 30.10	PB	288.960360	+42.785000
 7202953	3824	 4.36	 	 0.4746	28.852	 0.182	  5.80	  	292.613950	+42.776039
 7212779	3955	 4.28	 	 0.5256	24.868	 0.045	  6.70	  	295.392760	+42.721630
 7214801	3804	 4.43	 	 0.4669	35.902	 0.105	  6.20	  	295.861210	+42.705189
 7214825	3865	 4.45	 	 0.4904	15.836	 0.054	  4.90	  	295.866790	+42.746300
 7215890	3799	 4.40	 	 0.4650	18.002	 0.029	  7.40	  	296.116180	+42.742069
 7219652	3817	 4.52	 	 0.4719	27.258	 0.121	  9.90	  	296.964050	+42.709831
 7255000	3674	 4.48	 	 0.4177	34.206	16.299	  5.20	  	280.763000	+42.800381
 7255169	3912	 4.63	 	 0.5088	38.865	10.171	  8.40	  	280.860260	+42.822361
 7259996	3906	 4.59	 	 0.5064	25.542	 2.900	  5.30	  	283.309200	+42.846230
 7264900	3657	 4.25	 	 0.4114	48.274	20.643	 13.90	  	285.617370	+42.805111
 7268738	3875	 4.55	 	 0.4943	16.756	 0.080	  5.00	  	287.267970	+42.842232
 7269729	3867	 4.58	 	 0.4912	17.839	 0.029	 12.30	  	287.669950	+42.816391
 7272220	3884	 4.64	 	 0.4978	17.655	 0.034	 14.90	  	288.666750	+42.853111
 7282705	3867	 4.54	 	 0.4912	14.549	 0.037	  7.20	  	291.992400	+42.800289
 7283365	3829	 4.70	 	 0.4765	18.615	 0.097	  7.10	  	292.211210	+42.839520
 7285617	3998	 4.55	 	 0.5426	13.721	 0.025	  7.00	  	292.918850	+42.811169
 7289257	3538	 4.12	 	 0.3679	47.866	21.526	  4.50	  	293.991670	+42.866268
 7289416	3560	 4.15	 	 0.3758	68.759	15.834	  7.10	  	294.039730	+42.830662
 7294746	3935	 4.47	 	 0.5178	18.411	 0.011	 17.50	  	295.454900	+42.879639
 7300322	3734	 4.49	 	 0.4402	32.837	 0.297	 10.10	  	296.814210	+42.898048
 7335104	3963	 4.63	 	 0.5288	43.095	20.295	  6.10	  	280.539610	+42.991329
 7335603	3840	 4.45	 	 0.4808	15.070	 0.157	  5.90	  	280.834110	+42.969551
 7335857	3936	 4.55	 	 0.5182	18.482	 0.040	  6.90	  	280.985080	+42.950981
 7337164	3999	 4.52	 	 0.5430	15.080	 0.035	  5.30	  	281.737340	+42.925369
 7338033	3834	 4.57	 	 0.4784	40.990	12.180	  4.50	  	282.162690	+42.941460
 7347932	3847	 4.60	 	 0.4835	41.399	10.668	  7.10	  	286.668790	+42.963402
 7350067	3537	 4.14	 	 0.3676	 3.515	 0.000	 45.40	PB	287.526400	+42.912899
 7367141	3866	 4.50	 	 0.4908	19.535	 0.074	  6.40	  	293.131680	+42.960911
 7367431	3987	 4.55	 	 0.5382	19.923	 0.260	  4.60	  	293.220670	+42.941151
 7368642	3699	 4.53	 	 0.4271	42.706	10.062	  7.18	  	293.580720	+42.969791
 7378659	3912	 4.38	 	 0.5088	27.279	 0.212	  7.80	  	296.247010	+42.959068
 7379420	3951	 4.49	 	 0.5241	16.939	 0.021	  5.40	  	296.429170	+42.916340
 7382228	3845	 4.66	 	 0.4827	37.639	15.167	  9.80	  	297.051030	+42.977711
 7417788	3911	 4.58	 	 0.5084	19.575	 0.099	  3.20	  	281.373660	+43.068291
 7417813	3493	 4.01	 	 0.3519	52.331	27.229	  7.50	  	281.385040	+43.013390
 7422278	3921	 4.32	 	 0.5123	33.266	10.419	  4.00	  	283.347840	+43.064678
 7422811	3809	 4.90	 	 0.4688	 4.557	 0.000	 16.70	PB	283.571990	+43.089069
 7434110	3618	 4.20	 	 0.3970	 1.798	 0.000	 36.40	PB	288.350280	+43.046391
 7445605	3969	 4.58	 	 0.5311	 1.083	 0.000	 25.20	PB	291.995120	+43.029739
 7451604	3878	 4.51	 	 0.4955	38.109	12.948	  5.20	  	293.791600	+43.056419
 7455287	3705	 4.63	 	 0.4293	34.548	 0.070	  9.10	PL	294.773930	+43.056301
 7456036	3821	 4.66	 	 0.4734	39.968	 0.402	  4.40	  	294.965550	+43.042141
 7456662	3977	 4.54	 	 0.5343	16.725	 0.040	  4.20	  	295.136050	+43.006458
 7465605	3868	 4.26	 	 0.4916	 6.007	 0.000	 25.80	PB	297.140290	+43.073990
 7499836	3913	 4.55	 	 0.5091	39.478	14.186	  9.00	  	280.600590	+43.171280
 7501618	3790	 4.64	 	 0.4615	24.571	11.556	  4.50	  	281.571320	+43.105671
 7504202	3963	 4.51	 	 0.5288	22.497	 0.076	  4.60	  	282.803770	+43.132462
 7506298	3863	 4.59	 	 0.4897	32.929	 0.087	 11.50	  	283.784270	+43.188751
 7509281	3676	 4.53	 	 0.4184	 5.394	 0.000	 29.60	PB	285.158870	+43.161968
 7510767	3895	 4.59	 	 0.5021	18.564	 0.006	 14.50	  	285.814360	+43.158741
 7513242	3747	 6.05	 	 0.4452	48.734	13.888	  5.90	  	286.839200	+43.133072
 7515543	3845	 4.46	 	 0.4827	38.579	10.598	  8.00	  	287.754000	+43.113941
 7516478	3910	 4.54	 	 0.5080	31.570	13.536	  2.80	  	288.111910	+43.180962
 7532381	3667	 4.46	 	 0.4151	45.015	20.450	 13.90	  	293.181490	+43.176891
 7534455	3907	 4.58	 	 0.5068	12.127	 0.126	  6.60	  	293.769590	+43.113178
 7539346	3950	 4.54	 	 0.5237	35.677	 0.385	  3.60	  	295.049740	+43.198792
 7542314	3873	 4.55	 	 0.4936	16.694	 0.021	 11.60	  	295.772250	+43.175991
 7543006	3884	 4.57	 	 0.4978	22.324	 0.136	  3.80	  	295.932430	+43.169048
 7547969	3723	 4.70	 	 0.4361	 0.674	 0.000	 22.80	PB	297.041530	+43.171120
 7549594	3646	 4.65	 	 0.4073	28.750	 0.348	  4.10	  	297.379490	+43.171711
 7581219	3740	 4.50	 	 0.4425	36.842	 1.758	  7.90	  	280.137150	+43.210060
 7581487	3816	 4.53	 	 0.4715	25.869	 0.212	  4.24	  	280.315250	+43.223740
 7583116	3839	 4.32	 	 0.4804	41.419	10.203	  3.00	  	281.385890	+43.292931
 7584332	3891	 4.61	 	 0.5006	31.887	 0.297	  2.90	  	282.074100	+43.200802
 7590933	3902	 4.41	 	 0.5048	27.340	 0.121	  5.30	HM	285.372440	+43.236660
 7592133	3654	 4.24	 	 0.4103	10.717	 0.005	 11.90	  	285.946230	+43.289108
 7593749	3933	 4.38	 	 0.5170	42.257	16.203	  8.40	  	286.711790	+43.211102
 7596910	   0	     	i	 0.0000	59.043	18.996	  4.60	  	288.046970	+43.269745
 7603200	3750	 4.50	 	 0.4463	18.860	 0.111	  4.00	PL	290.381500	+43.292988
 7613448	3973	 4.49	 	 0.5327	17.134	 0.034	  7.70	  	293.629210	+43.259830
 7620399	3990	 4.54	 	 0.5394	13.691	 0.091	  4.90	  	295.498020	+43.249119
 7621019	3852	 4.53	 	 0.4854	20.985	 0.025	  3.90	  	295.656430	+43.292912
 7622850	3813	 4.65	 	 0.4704	18.278	 0.109	  6.00	  	296.119110	+43.282162
 7625890	3849	 4.52	 	 0.4842	39.233	12.680	  5.00	  	296.842070	+43.243111
 7626388	3614	 4.54	 	 0.3955	35.309	 0.149	  6.60	  	296.956090	+43.282700
 7659172	3886	 4.52	 	 0.4986	19.494	 0.049	  8.90	  	280.894100	+43.362511
 7659667	3940	 4.55	 	 0.5197	19.698	 0.087	  7.20	  	281.238160	+43.380550
 7660117	3990	 4.51	 	 0.5394	35.309	 0.079	  7.30	  	281.548610	+43.398960
 7661117	3727	 4.51	 	 0.4376	31.110	 1.216	  6.30	  	282.177580	+43.398800
 7662697	3859	 4.56	 	 0.4881	26.564	 0.212	  6.20	  	283.082980	+43.358822
 7670700	3722	 4.37	 	 0.4357	23.785	 0.461	 11.70	  	287.225310	+43.344311
 7671030	3657	 4.26	 	 0.4114	32.101	 0.166	 13.70	  	287.380650	+43.312279
 7671594	3717	 4.35	 	 0.4338	 1.410	 0.000	 58.20	EB	287.635860	+43.370770
 7673428	3734	 4.59	 	 0.4402	14.998	 0.020	 23.10	  	288.481720	+43.324982
 7676756	3723	 4.27	 	 0.4361	23.683	 0.305	  3.00	  	289.830140	+43.325069
 7677767	3708	 4.43	 	 0.4304	28.137	 0.030	 12.50	  	290.184720	+43.391430
 7692454	3659	 4.35	 	 0.4121	16.510	 0.150	 18.20	  	295.012450	+43.326462
 7693403	3946	 4.56	 	 0.5221	15.897	 0.032	  8.80	  	295.288330	+43.329639
 7695500	3840	 4.44	 	 0.4808	38.477	13.347	  8.70	  	295.923160	+43.340019
 7729557	3709	 4.39	 	 0.4308	22.937	 0.102	  4.10	  	280.488310	+43.440708
 7730659	3930	 4.52	 	 0.5158	31.570	 0.359	  6.60	  	281.225010	+43.415699
 7732242	3815	 4.59	 	 0.4711	33.235	 0.219	  4.80	  	282.227690	+43.404671
 7733540	3918	 4.31	 	 0.5111	 1.553	 0.000	 83.40	PB	283.013820	+43.483109
 7734216	3680	 4.38	 	 0.4199	34.942	 0.017	  6.70	  	283.391360	+43.473080
 7734325	3732	 4.65	 	 0.4395	49.715	16.492	 10.70	  	283.439760	+43.448139
 7734893	3813	 4.43	 	 0.4704	20.393	 0.025	  7.70	  	283.764770	+43.437969
 7740983	3727	 4.44	 	 0.4376	 3.331	 0.000	 27.80	PB	286.989070	+43.498909
 7741801	3851	 4.48	 	 0.4850	19.698	 0.186	  4.20	  	287.383150	+43.491291
 7741987	3704	 4.35	 	 0.4289	 1.267	 0.000	 16.80	PB	287.463930	+43.400970
 7743830	3916	 4.45	 	 0.5103	13.486	 0.061	 35.20	  	288.333740	+43.441730
 7744122	3880	 4.44	 	 0.4963	13.527	 0.030	  6.30	  	288.458560	+43.487350
 7744840	3739	 4.35	 	 0.4421	30.119	 0.210	  3.30	  	288.786010	+43.412151
 7747368	4000	 4.51	 	 0.5434	35.524	 0.114	  4.80	  	289.836550	+43.485882
 7751342	3855	 4.60	 	 0.4866	12.383	 0.010	 14.60	  	291.207760	+43.490292
 7765762	3998	 4.41	 	 0.5426	 9.941	 0.069	 26.90	  	295.899570	+43.459080
 7771186	3812	 4.63	 	 0.4700	15.632	 0.075	  9.40	  	297.350160	+43.462250
 7773724	3613	 4.36	 	 0.3951	36.515	 2.003	  7.30	  	297.943180	+43.465260
 7777570	3858	 4.51	 	 0.4877	20.311	 0.012	 10.60	  	298.887420	+43.489868
 7800087	3828	 4.36	 	 0.4761	 0.470	 0.000	 49.80	PB	281.523160	+43.536991
 7802933	3859	 4.57	 	 0.4881	35.718	 0.157	  8.10	  	283.245090	+43.594200
 7804024	3918	 4.55	 	 0.5111	33.429	 0.429	  5.60	  	283.829900	+43.522499
 7807888	3897	 4.43	 	 0.5029	24.214	12.887	  3.60	  	285.914030	+43.553761
 7809108	3972	 4.44	 	 0.5323	21.803	 1.242	  2.20	  	286.539340	+43.510670
 7809755	3937	 4.50	 	 0.5186	11.147	 0.020	 12.20	  	286.886260	+43.593739
 7810653	3835	 4.68	 	 0.4788	33.971	 0.367	  4.80	  	287.315950	+43.530960
 7812368	3829	 4.67	 	 0.4765	44.116	14.645	  8.30	  	288.122440	+43.510841
 7816331	3894	 4.52	 	 0.5017	23.744	 0.298	  2.98	  	289.797490	+43.526482
 7817489	3638	 4.61	 	 0.4043	39.641	12.521	  6.30	  	290.188960	+43.506840
 7840840	3834	 4.46	 	 0.4784	40.438	15.501	  7.00	  	297.470920	+43.546860
 7847566	3565	 4.24	 	 0.3776	28.975	 0.045	 28.60	  	299.052430	+43.596828
 7849441	3893	 4.47	 	 0.5013	19.024	 0.049	  7.50	  	299.471340	+43.558140
 7849619	3878	 4.52	 	 0.4955	13.537	 0.141	 23.40	  	299.511290	+43.567242
 7867585	3914	 4.57	 	 0.5095	19.575	 0.037	  8.10	  	280.358460	+43.615318
 7867964	3822	 4.54	 	 0.4738	23.427	 0.346	  7.50	  	280.642580	+43.619499
 7871438	3863	 4.42	 	 0.4897	 2.840	 0.000	 47.20	PB	282.863800	+43.674519
 7871442	3871	 4.44	 	 0.4928	17.399	 0.029	  6.50	  	282.867310	+43.670631
 7875008	3839	 4.45	 	 0.4804	21.803	 0.061	 11.70	  	284.719330	+43.633949
 7877209	3708	 4.47	 	 0.4304	11.606	 0.298	 36.70	  	285.970210	+43.640942
 7877270	3976	 4.52	 	 0.5339	31.652	 0.052	  6.50	  	285.999760	+43.628281
 7878428	3785	 4.49	 	 0.4596	30.344	 0.258	  7.70	  	286.606450	+43.606640
 7880466	3938	 4.45	 	 0.5189	14.161	 0.207	  4.20	  	287.659640	+43.662109
 7882472	3904	 4.59	 	 0.5056	29.057	 0.076	  9.00	  	288.651890	+43.607079
 7898781	3724	 4.50	 	 0.4365	31.887	 0.236	 13.20	  	294.447720	+43.686069
 7900436	3857	 4.70	 	 0.4873	19.637	 0.334	  5.80	  	294.958980	+43.650261
 7903291	3805	 4.56	 	 0.4673	31.458	 0.674	  5.40	  	295.834230	+43.673439
 7906865	3971	 4.50	 	 0.5319	25.726	 0.136	  9.00	  	296.834630	+43.651031
 7907119	3918	 4.53	 	 0.5111	 9.226	 0.005	 35.70	  	296.905940	+43.682529
 7907423	3653	 4.59	 	 0.4099	36.985	11.839	  5.30	PL	296.985050	+43.658520
 7917325	3859	 4.59	 	 0.4881	41.787	11.115	  5.10	  	299.398470	+43.689751
 7938615	3825	 4.47	 	 0.4750	15.611	 0.140	  4.20	  	282.028140	+43.753689
 7938787	3507	 4.03	 	 0.3568	57.337	29.787	  7.70	  	282.121610	+43.770130
 7939565	3593	 4.15	 	 0.3878	 4.046	 0.000	 11.30	PB	282.566560	+43.754581
 7941412	3904	 4.54	 	 0.5056	27.402	 0.258	  5.70	  	283.472560	+43.721931
 7949846	3680	 4.22	 	 0.4199	28.178	 0.197	  9.70	  	287.889340	+43.770351
 7950450	3851	 4.64	 	 0.4850	20.658	 0.223	  4.70	  	288.170560	+43.741489
 7951063	3876	 4.52	 	 0.4947	13.997	 0.025	  7.50	  	288.460450	+43.770721
 7954192	3714	 4.61	 	 0.4327	20.331	 0.136	  5.40	  	289.790530	+43.704960
 7954276	3972	 4.52	 	 0.5323	21.966	 0.088	  2.10	  	289.825620	+43.798439
 7960606	3592	 4.27	 	 0.3875	50.011	17.814	  8.40	  	292.011750	+43.771271
 7967416	3682	 4.49	 	 0.4207	38.947	14.270	  9.40	  	294.382690	+43.799149
 7973675	3687	 4.35	 	 0.4226	17.021	 0.118	  8.00	  	296.298520	+43.757359
 7987934	3734	 4.51	 	 0.4402	34.380	 0.822	  7.40	  	299.866580	+43.710629
 8007234	3676	 4.32	 	 0.4184	16.756	 0.021	 40.40	  	281.862550	+43.800308
 8008320	3737	 4.62	 	 0.4414	29.424	 0.167	  3.20	  	282.549590	+43.868801
 8008646	3899	 4.50	 	 0.5037	20.618	 0.062	  6.10	  	282.751070	+43.885590
 8009549	3828	 4.48	 	 0.4761	18.564	 0.132	  4.70	  	283.220760	+43.856030
 8010330	3899	 4.48	 	 0.5037	28.219	 0.061	 11.20	  	283.577970	+43.801540
 8012943	3690	 4.59	 	 0.4237	 0.572	 0.000	 11.70	PB	284.869140	+43.862919
 8013517	3961	 4.56	 	 0.5280	24.449	 0.061	  7.70	  	285.229000	+43.854622
 8016887	3877	 4.53	 	 0.4951	19.432	 0.074	  3.40	  	287.049190	+43.810188
 8017291	3900	 4.47	 	 0.5041	36.954	 0.297	  8.20	  	287.241240	+43.886909
 8028923	3852	 4.45	 	 0.4854	16.163	 0.054	 11.00	  	291.862460	+43.856350
 8040551	3950	 4.46	 	 0.5237	16.326	 0.011	  8.40	  	295.729980	+43.879780
 8042251	3931	 4.42	 	 0.5162	16.245	 0.107	  5.00	  	296.249050	+43.882130
 8057610	3689	 4.53	 	 0.4233	 1.737	 0.010	  3.00	PB	300.062130	+43.889790
 8077356	3676	 4.21	 	 0.4184	37.026	15.622	 10.20	  	282.606660	+43.935230
 8078875	3912	 4.62	 	 0.5088	12.444	 0.071	 21.20	  	283.317960	+43.964020
 8082910	3836	 4.55	 	 0.4792	19.269	 0.099	  5.80	  	285.476100	+43.940460
 8085465	4000	 4.51	 	 0.5434	14.467	 0.025	 10.50	  	286.897890	+43.902649
 8086398	3821	 4.61	 	 0.4734	19.821	 0.025	 16.10	  	287.359470	+43.993671
 8087195	3584	 4.49	 	 0.3845	45.833	13.895	  4.90	  	287.750980	+43.996342
 8093473	3595	 4.04	 	 0.3885	 6.069	 0.005	 56.50	PB	290.368650	+43.929340
 8093813	3679	 4.49	 	 0.4196	30.773	 0.096	 15.50	  	290.455320	+43.943401
 8094234	3976	 4.55	 	 0.5339	35.861	 0.096	 15.60	  	290.590580	+43.969212
 8097851	3891	 4.52	 	 0.5006	20.515	 0.062	  4.70	  	291.891050	+43.990582
 8111203	3754	 4.45	 	 0.4478	30.344	 1.288	  3.20	  	296.313320	+43.988651
 8120608	3881	 4.54	 	 0.4967	33.695	 0.306	  6.00	PL	298.652710	+43.955021
 8128926	3962	 4.52	 	 0.5284	17.369	 0.412	  6.80	  	300.763610	+43.990131
 8142993	3907	 4.56	 	 0.5068	22.804	 0.041	  4.50	  	280.956700	+44.049252
 8143903	3678	 4.22	 	 0.4192	44.218	18.224	 12.50	  	281.565640	+44.003731
 8144291	3688	 4.39	 	 0.4229	30.467	 0.831	  9.20	  	281.835570	+44.049320
 8150479	3690	 4.29	 	 0.4237	21.649	 0.376	  5.90	  	285.246520	+44.005280
 8151009	3850	 4.49	 	 0.4846	15.039	 0.096	 12.80	  	285.530430	+44.021881
 8153154	3748	 4.58	 	 0.4455	28.934	 0.197	  3.40	  	286.688720	+44.002239
 8155169	3718	 4.61	 	 0.4342	43.115	12.193	  6.90	  	287.703310	+44.045811
